mean_word_length,std_word_length,lexical_diversity,noun_count,adjective_count,verb_count,pos_tag_entropy,person_entities_count,speaker
5.2548076923076925,1.6977009231770515,0.6875,0.5,0.24519230769230768,0.125,0.9540203971873622,0.014423076923076924,Guy Verhofstadt
5.32093023255814,1.8487655390525641,0.7534883720930232,0.4790697674418605,0.23255813953488372,0.18604651162790697,1.0112217214250034,0.027906976744186046,Guy Verhofstadt
5.425806451612903,1.6182363442231882,0.8258064516129032,0.5741935483870968,0.2064516129032258,0.16129032258064516,0.9365923654243864,0.03870967741935484,Guy Verhofstadt
5.830985915492958,1.2780477574113425,0.7464788732394366,0.6619718309859155,0.28169014084507044,0.028169014084507043,0.7231227783280934,0.014084507042253521,B. Sobotka
5.77172582619339,1.8087665166100433,0.40452876376988983,0.5336597307221542,0.26560587515299877,0.10832313341493269,0.9255524782715978,0.022031823745410038,B. Sobotka
5.856902356902357,1.7699496370627479,0.622895622895623,0.6346801346801347,0.19865319865319866,0.10942760942760943,0.8444860803397932,0.020202020202020204,European Commission
5.641350210970464,1.726578978842057,0.6413502109704642,0.6033755274261603,0.20675105485232068,0.1350210970464135,0.896960669604242,0.014767932489451477,European Commission
5.649014778325123,1.7486691673739942,0.4839901477832512,0.5615763546798029,0.21428571428571427,0.1539408866995074,0.9405302520772687,0.027093596059113302,European Commission
5.8185714285714285,1.7533472361777758,0.5457142857142857,0.58,0.22142857142857142,0.11857142857142858,0.8977079708746885,0.03428571428571429,European Commission
5.430508474576271,1.7333473286657202,0.6813559322033899,0.5864406779661017,0.19322033898305085,0.10847457627118644,0.8627074159585153,0.030508474576271188,European Commission
5.981132075471698,1.7264924201674596,0.8490566037735849,0.6037735849056604,0.2641509433962264,0.08490566037735849,0.8602169048021437,0.018867924528301886,European Commission
5.717236467236467,1.7623683554911336,0.42735042735042733,0.5833333333333334,0.20726495726495728,0.14245014245014245,0.9147889744149105,0.014957264957264958,European Commission
5.462877030162413,1.6441953246560697,0.5243619489559165,0.5278422273781903,0.22389791183294663,0.14733178654292342,0.955254910564229,0.018561484918793503,European Commission
5.511627906976744,1.8008020567495178,0.5337209302325582,0.541860465116279,0.23604651162790696,0.1313953488372093,0.9381128700049934,0.02558139534883721,European Commission
5.595410628019324,1.820595592009796,0.41243961352657005,0.553743961352657,0.24879227053140096,0.11714975845410629,0.9216207705908488,0.018115942028985508,European Commission
5.818509615384615,1.9407060793551418,0.5072115384615384,0.6057692307692307,0.23197115384615385,0.10576923076923077,0.8747495964566825,0.030048076923076924,European Commission
5.780092592592593,1.7254285540497802,0.5347222222222222,0.5439814814814815,0.23842592592592593,0.12268518518518519,0.9282851737199123,0.020833333333333332,European Commission
5.828651685393258,1.7243690857370049,0.5154494382022472,0.5182584269662921,0.28792134831460675,0.11938202247191011,0.9521402808211641,0.026685393258426966,European Commission
5.570715474209651,1.6893739511031023,0.56738768718802,0.56738768718802,0.23294509151414308,0.11148086522462562,0.9007711456739707,0.033277870216306155,European Commission
5.8107476635514015,1.9501201501132484,0.5257009345794392,0.552570093457944,0.23598130841121495,0.12149532710280374,0.9217609211692972,0.02102803738317757,European Commission
5.537254901960784,1.9447224495061564,0.5588235294117647,0.5490196078431373,0.2529411764705882,0.11176470588235295,0.9186259531887039,0.03137254901960784,European Commission
5.748657357679914,1.9585352112436212,0.46616541353383456,0.5767991407089151,0.22878625134264233,0.10741138560687433,0.8887031416653304,0.02577873254564984,European Commission
5.513513513513513,1.848373352875221,0.5833333333333334,0.5540540540540541,0.21846846846846846,0.13513513513513514,0.9276730470893246,0.015765765765765764,European Commission
5.734143049932523,1.5777750356775937,0.49122807017543857,0.5600539811066126,0.21997300944669365,0.13765182186234817,0.9283220693727439,0.02564102564102564,European Commission
5.445109780439122,1.811330781366314,0.626746506986028,0.6227544910179641,0.21956087824351297,0.09181636726546906,0.8386662893530685,0.02594810379241517,European Commission
5.829420970266041,1.8455236567700677,0.5602503912363067,0.5868544600938967,0.24100156494522693,0.09389671361502347,0.870873324154254,0.012519561815336464,European Commission
5.793689320388349,1.8258284409306336,0.5728155339805825,0.587378640776699,0.24757281553398058,0.11165048543689321,0.8989988906021227,0.03398058252427184,European Commission
6.0204545454545455,1.923429648198823,0.5386363636363637,0.5636363636363636,0.25227272727272726,0.1125,0.9127714038018211,0.023863636363636365,European Commission
5.7251908396946565,1.7971709537110412,0.5973282442748091,0.5648854961832062,0.21946564885496184,0.13931297709923665,0.9275040545564495,0.0057251908396946565,European Commission
5.653032440056418,1.9502435493105659,0.5557122708039492,0.5768688293370945,0.22143864598025387,0.12693935119887165,0.9092965197506224,0.02679830747531735,European Commission
5.981395348837209,1.8862113884288876,0.5534883720930233,0.6325581395348837,0.23488372093023255,0.07674418604651163,0.8184465493508155,0.030232558139534883,European Commission
5.920027341079972,1.8996785710246054,0.3793574846206425,0.569377990430622,0.2604237867395762,0.10526315789473684,0.9039630757994899,0.02460697197539303,European Commission
5.607675906183369,1.6771038724158454,0.43852167732764746,0.5316275764036958,0.24946695095948826,0.13077469793887705,0.9476800034609355,0.014214641080312722,European Commission
5.582260371959943,1.766003882184778,0.5236051502145923,0.5336194563662375,0.23891273247496422,0.12160228898426323,0.9320251313325324,0.024320457796852647,European Commission
5.454385964912281,1.6992330752470488,0.3381578947368421,0.5539473684210526,0.22149122807017543,0.1324561403508772,0.9264422652159667,0.0206140350877193,European Commission
5.821428571428571,1.7939097649820515,0.5601503759398496,0.5883458646616542,0.2349624060150376,0.12406015037593984,0.9078579570086709,0.016917293233082706,European Commission
